Fpath,Labels,aux,
20190726_DATA/ZA-a_000q/00000007.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000008.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000009.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000010.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000011.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000012.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000013.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000014.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000015.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000016.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000017.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000018.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000019.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000020.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000021.DCM,chest;abd,,
20190726_DATA/ZA-a_000q/00000022.DCM,abd,,
20190726_DATA/ZA-a_000q/00000023.DCM,abd,,
20190726_DATA/ZA-a_000q/00000024.DCM,abd,,
20190726_DATA/ZA-a_000q/00000025.DCM,abd,,
20190726_DATA/ZA-a_000q/00000026.DCM,abd,,
20190726_DATA/ZA-a_000q/00000027.DCM,abd,,
20190726_DATA/ZA-a_000q/00000028.DCM,abd,,
20190726_DATA/ZA-a_000q/00000029.DCM,abd,,
20190726_DATA/ZA-a_000q/00000030.DCM,abd,,
20190726_DATA/ZA-a_000q/00000031.DCM,abd,,
20190726_DATA/ZA-a_000q/00000032.DCM,abd,,
20190726_DATA/ZA-a_000q/00000033.DCM,abd,,
20190726_DATA/ZA-a_000q/00000034.DCM,abd,,
20190726_DATA/ZA-a_000q/00000035.DCM,abd,,
20190726_DATA/ZA-a_000q/00000036.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000037.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000038.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000039.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000040.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000041.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000042.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000043.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000044.DCM,pelv,pbone,
20190726_DATA/ZA-a_000q/00000045.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000046.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000047.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000048.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000049.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000050.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000051.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000052.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000053.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000054.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000055.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000056.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000057.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000058.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000059.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000060.DCM,pelv,,
20190726_DATA/ZA-a_000q/00000061.DCM,pelv,,
20190726_DATA/ZA-a_001/00000001.DCM,chest,,
20190726_DATA/ZA-a_001/00000002.DCM,chest,,
20190726_DATA/ZA-a_001/00000003.DCM,chest,,
20190726_DATA/ZA-a_001/00000004.DCM,chest,,
20190726_DATA/ZA-a_001/00000005.DCM,chest,,
20190726_DATA/ZA-a_001/00000006.DCM,chest,,
20190726_DATA/ZA-a_001/00000007.DCM,chest,,
20190726_DATA/ZA-a_001/00000008.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000009.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000010.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000011.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000012.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000013.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000014.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000015.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000016.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000017.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000018.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000019.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000020.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000021.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000022.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000023.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000024.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000025.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000026.DCM,chest;abd,,
20190726_DATA/ZA-a_001/00000027.DCM,abd,,
20190726_DATA/ZA-a_001/00000028.DCM,abd,,
20190726_DATA/ZA-a_001/00000029.DCM,abd,,
20190726_DATA/ZA-a_001/00000030.DCM,abd,,
20190726_DATA/ZA-a_001/00000031.DCM,abd,,
20190726_DATA/ZA-a_001/00000032.DCM,abd,,
20190726_DATA/ZA-a_001/00000033.DCM,abd,,
20190726_DATA/ZA-a_001/00000034.DCM,abd,,
20190726_DATA/ZA-a_001/00000035.DCM,abd,,
20190726_DATA/ZA-a_001/00000036.DCM,abd,,
20190726_DATA/ZA-a_001/00000037.DCM,abd,,
20190726_DATA/ZA-a_001/00000038.DCM,abd,,
20190726_DATA/ZA-a_001/00000039.DCM,abd,,
20190726_DATA/ZA-a_001/00000040.DCM,abd,,
20190726_DATA/ZA-a_001/00000041.DCM,abd,,
20190726_DATA/ZA-a_001/00000042.DCM,abd,,
20190726_DATA/ZA-a_001/00000043.DCM,abd,,
20190726_DATA/ZA-a_001/00000044.DCM,abd,,
20190726_DATA/ZA-a_001/00000045.DCM,abd,,
20190726_DATA/ZA-a_001/00000046.DCM,abd,,
20190726_DATA/ZA-a_001/00000047.DCM,pelv,,
20190726_DATA/ZA-a_001/00000048.DCM,pelv,,
20190726_DATA/ZA-a_001/00000049.DCM,pelv,,
20190726_DATA/ZA-a_001/00000050.DCM,pelv,,
20190726_DATA/ZA-a_001/00000051.DCM,pelv,,
20190726_DATA/ZA-a_001/00000052.DCM,pelv,,
20190726_DATA/ZA-a_001/00000053.DCM,pelv,,
20190726_DATA/ZA-a_001/00000054.DCM,pelv,,
20190726_DATA/ZA-a_001/00000055.DCM,pelv,,
20190726_DATA/ZA-a_001/00000056.DCM,pelv,,
20190726_DATA/ZA-a_001/00000057.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000001.DCM,chest,,
20190726_DATA/ZA-a_001q/00000002.DCM,chest,,
20190726_DATA/ZA-a_001q/00000003.DCM,chest,,
20190726_DATA/ZA-a_001q/00000004.DCM,chest,,
20190726_DATA/ZA-a_001q/00000005.DCM,chest,,
20190726_DATA/ZA-a_001q/00000006.DCM,chest,,
20190726_DATA/ZA-a_001q/00000007.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000008.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000009.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000010.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000011.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000012.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000013.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000014.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000015.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000016.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000017.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000018.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000019.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000020.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000021.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000022.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000023.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000024.DCM,chest;abd,,
20190726_DATA/ZA-a_001q/00000025.DCM,abd,,
20190726_DATA/ZA-a_001q/00000026.DCM,abd,,
20190726_DATA/ZA-a_001q/00000027.DCM,abd,,
20190726_DATA/ZA-a_001q/00000028.DCM,abd,,
20190726_DATA/ZA-a_001q/00000029.DCM,abd,,
20190726_DATA/ZA-a_001q/00000030.DCM,abd,,
20190726_DATA/ZA-a_001q/00000031.DCM,abd,,
20190726_DATA/ZA-a_001q/00000032.DCM,abd,,
20190726_DATA/ZA-a_001q/00000033.DCM,abd,,
20190726_DATA/ZA-a_001q/00000034.DCM,abd,,
20190726_DATA/ZA-a_001q/00000035.DCM,abd,,
20190726_DATA/ZA-a_001q/00000036.DCM,abd,,
20190726_DATA/ZA-a_001q/00000037.DCM,abd,,
20190726_DATA/ZA-a_001q/00000038.DCM,abd,,
20190726_DATA/ZA-a_001q/00000039.DCM,abd,,
20190726_DATA/ZA-a_001q/00000040.DCM,abd,,
20190726_DATA/ZA-a_001q/00000041.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000042.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000043.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000044.DCM,pelv,pbone,
20190726_DATA/ZA-a_001q/00000045.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000046.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000047.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000048.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000049.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000050.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000051.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000052.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000053.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000054.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000055.DCM,pelv,,
20190726_DATA/ZA-a_001q/00000056.DCM,pelv,,
20190726_DATA/ZA-a_002/00000001.DCM,chest,,
20190726_DATA/ZA-a_002/00000002.DCM,chest,,
20190726_DATA/ZA-a_002/00000003.DCM,chest,,
20190726_DATA/ZA-a_002/00000004.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000005.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000006.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000007.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000008.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000009.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000010.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000011.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000012.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000013.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000014.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000015.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000016.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000017.DCM,chest;abd,,
20190726_DATA/ZA-a_002/00000018.DCM,abd,,
20190726_DATA/ZA-a_002/00000019.DCM,abd,,
20190726_DATA/ZA-a_002/00000020.DCM,abd,,
20190726_DATA/ZA-a_002/00000021.DCM,abd,,
20190726_DATA/ZA-a_002/00000022.DCM,abd,,
20190726_DATA/ZA-a_002/00000023.DCM,abd,,
20190726_DATA/ZA-a_002/00000024.DCM,abd,,
20190726_DATA/ZA-a_002/00000025.DCM,abd,,
20190726_DATA/ZA-a_002/00000026.DCM,abd,,
20190726_DATA/ZA-a_002/00000027.DCM,abd,,
20190726_DATA/ZA-a_002/00000028.DCM,abd,,
20190726_DATA/ZA-a_002/00000029.DCM,abd,,
20190726_DATA/ZA-a_002/00000030.DCM,abd,,
20190726_DATA/ZA-a_002/00000031.DCM,abd,,
20190726_DATA/ZA-a_002/00000032.DCM,abd,,
20190726_DATA/ZA-a_002/00000033.DCM,abd,,
20190726_DATA/ZA-a_002/00000034.DCM,abd,,
20190726_DATA/ZA-a_002/00000035.DCM,abd,,
20190726_DATA/ZA-a_002/00000036.DCM,abd,,
20190726_DATA/ZA-a_002/00000037.DCM,abd,,
20190726_DATA/ZA-a_002/00000038.DCM,abd,,
20190726_DATA/ZA-a_002/00000039.DCM,pelv,,
20190726_DATA/ZA-a_002/00000040.DCM,pelv,,
20190726_DATA/ZA-a_002/00000041.DCM,pelv,,
20190726_DATA/ZA-a_002/00000042.DCM,pelv,,
20190726_DATA/ZA-a_002/00000043.DCM,pelv,,
20190726_DATA/ZA-a_002/00000044.DCM,pelv,,
20190726_DATA/ZA-a_002/00000045.DCM,pelv,,
20190726_DATA/ZA-a_002/00000046.DCM,pelv,,
20190726_DATA/ZA-a_002/00000047.DCM,pelv,,
20190726_DATA/ZA-a_002/00000048.DCM,pelv,,
20190726_DATA/ZA-a_002/00000049.DCM,pelv,,
20190726_DATA/ZA-a_002/00000050.DCM,pelv,,
20190726_DATA/ZA-a_002/00000051.DCM,pelv,,
20190726_DATA/ZA-a_002/00000052.DCM,pelv,pbone,
20190726_DATA/ZA-a_002/00000053.DCM,pelv,,
20190726_DATA/ZA-a_002/00000054.DCM,pelv,,
20190726_DATA/ZA-a_002/00000055.DCM,pelv,,
20190726_DATA/ZA-a_002/00000056.DCM,pelv,,
20190726_DATA/ZA-a_002/00000057.DCM,pelv,,
20190726_DATA/ZA-a_002/00000058.DCM,pelv,,
20190726_DATA/ZA-a_002/00000059.DCM,pelv,,
20190726_DATA/ZA-a_002/00000060.DCM,pelv,,
20190726_DATA/ZA-a_002/00000061.DCM,pelv,,
20190726_DATA/ZA-a_002/00000062.DCM,pelv,,
20190726_DATA/ZA-a_002/00000063.DCM,pelv,,
20190726_DATA/ZA-a_002/00000064.DCM,pelv,,
20190726_DATA/ZA-a_002/00000065.DCM,pelv,,
20190726_DATA/ZA-a_002/00000066.DCM,pelv,,
20190726_DATA/ZA-a_002/00000067.DCM,pelv,,
20190726_DATA/ZA-a_002/00000068.DCM,pelv,,
20190726_DATA/ZA-a_002/00000069.DCM,pelv,,
20190726_DATA/ZA-a_002/00000070.DCM,pelv,,
20190726_DATA/ZA-a_002/00000071.DCM,pelv,,
20190726_DATA/ZA-a_002/00000072.DCM,pelv,,
20190726_DATA/ZA-a_002/00000073.DCM,pelv,,
20190726_DATA/ZA-a_002/00000074.DCM,pelv,,
20190726_DATA/ZA-a_002/00000075.DCM,pelv,,
20190726_DATA/ZA-a_002/00000076.DCM,pelv,,
20190726_DATA/ZA-a_002/00000077.DCM,pelv,,
20190726_DATA/ZA-a_002/00000078.DCM,pelv,,
20190726_DATA/ZA-a_002/00000079.DCM,pelv,,
20190726_DATA/ZA-a_002/00000080.DCM,pelv,,
20190726_DATA/ZA-a_002/00000081.DCM,pelv,,
20190726_DATA/ZA-a_003/00000001.DCM,chest,,
20190726_DATA/ZA-a_003/00000002.DCM,chest,,
20190726_DATA/ZA-a_003/00000003.DCM,chest,,
20190726_DATA/ZA-a_003/00000004.DCM,chest,,
20190726_DATA/ZA-a_003/00000005.DCM,chest,,
20190726_DATA/ZA-a_003/00000006.DCM,chest,,
20190726_DATA/ZA-a_003/00000007.DCM,chest,,
20190726_DATA/ZA-a_003/00000008.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000009.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000010.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000011.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000012.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000013.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000014.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000015.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000016.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000017.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000018.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000019.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000020.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000021.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000022.DCM,chest;abd,,
20190726_DATA/ZA-a_003/00000023.DCM,abd,,
20190726_DATA/ZA-a_003/00000024.DCM,abd,,
20190726_DATA/ZA-a_003/00000025.DCM,abd,,
20190726_DATA/ZA-a_003/00000026.DCM,abd,,
20190726_DATA/ZA-a_003/00000027.DCM,abd,,
20190726_DATA/ZA-a_003/00000028.DCM,abd,,
20190726_DATA/ZA-a_003/00000029.DCM,abd,,
20190726_DATA/ZA-a_003/00000030.DCM,abd,,
20190726_DATA/ZA-a_003/00000031.DCM,abd,,
20190726_DATA/ZA-a_003/00000032.DCM,abd,,
20190726_DATA/ZA-a_003/00000033.DCM,abd,,
20190726_DATA/ZA-a_003/00000034.DCM,abd,,
20190726_DATA/ZA-a_003/00000035.DCM,abd,,
20190726_DATA/ZA-a_003/00000036.DCM,abd,,
20190726_DATA/ZA-a_003/00000037.DCM,abd,,
20190726_DATA/ZA-a_003/00000038.DCM,abd,pbone,
20190726_DATA/ZA-a_003/00000039.DCM,pelv,,
20190726_DATA/ZA-a_003/00000040.DCM,pelv,,
20190726_DATA/ZA-a_003/00000041.DCM,pelv,,
20190726_DATA/ZA-a_003/00000042.DCM,pelv,,
20190726_DATA/ZA-a_003/00000043.DCM,pelv,,
20190726_DATA/ZA-a_003/00000044.DCM,pelv,,
20190726_DATA/ZA-a_003/00000045.DCM,pelv,,
20190726_DATA/ZA-a_003/00000046.DCM,pelv,,
20190726_DATA/ZA-a_003/00000047.DCM,pelv,,
20190726_DATA/ZA-a_003/00000048.DCM,pelv,,
20190726_DATA/ZA-a_003/00000049.DCM,pelv,,
20190726_DATA/ZA-a_003/00000050.DCM,pelv,,
20190726_DATA/ZA-a_003/00000051.DCM,pelv,,
20190726_DATA/ZA-a_003/00000052.DCM,pelv,,
20190726_DATA/ZA-a_003/00000053.DCM,pelv,,
20190726_DATA/ZA-a_003/00000054.DCM,pelv,,
20190726_DATA/ZA-a_003/00000055.DCM,pelv,,
20190726_DATA/ZA-a_003/00000056.DCM,pelv,,
20190726_DATA/ZA-a_003/00000057.DCM,pelv,,
20190726_DATA/ZA-a_003/00000058.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000001.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000002.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000003.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000004.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000005.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000006.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000007.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000008.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000009.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000010.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000011.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000012.DCM,chest;abd,,
20190726_DATA/ZA-a-p_000/00000013.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000014.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000015.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000016.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000017.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000018.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000019.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000020.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000021.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000022.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000023.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000024.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000025.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000026.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000027.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000028.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000029.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000030.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000031.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000032.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000033.DCM,abd,,
20190726_DATA/ZA-a-p_000/00000034.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000035.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000036.DCM,pelv,pbone,
20190726_DATA/ZA-a-p_000/00000037.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000038.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000039.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000040.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000041.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000042.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000043.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000044.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000045.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000046.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000047.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000048.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000049.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000050.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000051.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000052.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000053.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000054.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000055.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000056.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000057.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000058.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000059.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000060.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000061.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000062.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000063.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000064.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000065.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000066.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000067.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000068.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000069.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000070.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000071.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000072.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000073.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000074.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000075.DCM,pelv,,
20190726_DATA/ZA-a-p_000/00000076.DCM,leg,,
20190726_DATA/ZA-a-p_000/00000077.DCM,leg,,
20190726_DATA/ZA-a-p_000/00000078.DCM,leg,,
20190726_DATA/ZA-a-p_000/00000079.DCM,leg,,
20190726_DATA/ZA-a-p_000/00000080.DCM,leg,,
20190726_DATA/ZA-a-p_001/00000001.DCM,chest,,
20190726_DATA/ZA-a-p_001/00000002.DCM,chest,,
20190726_DATA/ZA-a-p_001/00000003.DCM,chest;abd,,
20190726_DATA/ZA-a-p_001/00000004.DCM,chest;abd,,
20190726_DATA/ZA-a-p_001/00000005.DCM,chest;abd,,
